sensor_image,wf_x_mm,wf_y_mm,depth_mm,roll_deg,pitch_deg,yaw_deg,d_bottom_mm,d_top_mm,d_left_mm,d_right_mm,d_nearest_mm,signed_d_nearest_mm,nearest_ridge,d_second_nearest_mm,is_corner,side,ridge_orient_deg
image_00011.png,-59.040191961607675,-72.31677100084067,5.284215198588724,3.832303896160627,-6.199734840902905,-19.149362736572577,0.9598080383923246,119.04019196160768,12.316771000840674,132.31677100084067,0.9598080383923246,0.9598080383923246,0,12.316771000840674,1,0,0.0
image_00012.png,-58.94421115776844,-49.32590562040505,-1.6103668784797633,3.0817823041009595,-1.5530693942441625,-2.2826065730448417,1.0557888422315571,118.94421115776845,10.674094379594948,109.32590562040505,1.0557888422315571,1.0557888422315571,0,10.674094379594948,1,0,0.0
image_00013.png,-58.84823035392921,-73.41113170705998,-0.927512390528419,1.6884906449120796,7.0640992305380355,8.219291690717137,1.1517696460707896,118.84823035392921,13.41113170705998,133.41113170705998,1.1517696460707896,1.1517696460707896,0,13.41113170705998,1,0,0.0
image_00014.png,-58.752249550089985,-62.22781108922253,-1.3238199795892647,-1.0165259414109922,-7.247844665078684,2.5005230484901766,1.247750449910015,118.75224955008999,2.227811089222527,122.22781108922253,1.247750449910015,1.247750449910015,0,2.227811089222527,1,0,0.0
image_00015.png,-58.65626874625075,-46.111701809003534,1.7890439126494457,8.824229968473805,0.053594965221051345,-6.727903196109483,1.3437312537492474,118.65626874625076,13.888298190996466,106.11170180900353,1.3437312537492474,1.3437312537492474,0,13.888298190996466,1,0,0.0
image_00016.png,-58.56028794241152,-69.56488561205362,2.3391744951632276,1.6632543177578465,-0.9165071697256145,3.955127418595327,1.4397120575884799,118.56028794241152,9.564885612053615,129.56488561205362,1.4397120575884799,1.4397120575884799,0,9.564885612053615,1,0,0.0
image_00017.png,-58.46430713857229,-69.79612583375872,1.6358605672929647,5.38411254037835,0.34498410149002234,-0.20097294563040777,1.5356928614277123,118.46430713857228,9.796125833758722,129.7961258337587,1.5356928614277123,1.5356928614277123,0,9.796125833758722,1,0,0.0
image_00018.png,-58.368326334733055,-61.801078894603535,-1.4805830265172244,3.5482338399115183,1.3759247326884763,4.972748417362042,1.6316736652669448,118.36832633473306,1.8010788946035348,121.80107889460353,1.6316736652669448,1.6316736652669448,0,1.8010788946035348,1,0,0.0
image_00019.png,-58.27234553089382,-57.14789863199121,-0.790394204269165,8.282050680968855,-0.1259288373006769,5.25129224534209,1.7276544691061773,118.27234553089383,2.852101368008789,117.14789863199121,1.7276544691061773,1.7276544691061773,0,2.852101368008789,1,0,0.0
image_00020.png,-58.17636472705459,-59.592237588582776,1.0370821583368723,5.033195532580235,-6.867765452901576,5.291944117546927,1.8236352729454097,118.17636472705459,0.4077624114172238,119.59223758858278,0.4077624114172238,0.4077624114172238,3,1.8236352729454097,1,0,90.0
image_00021.png,-58.08038392321536,-61.89313669903555,0.3176915328171961,3.894713063829585,1.1883584561643086,10.993622035163716,1.9196160767846422,118.08038392321535,1.8931366990355514,121.89313669903555,1.8931366990355514,-1.8931366990355514,3,1.9196160767846422,1,0,90.0
image_00022.png,-57.984403119376125,-59.11973660193192,5.155614049317787,3.8714387533924017,-2.133057476454573,-2.2662027239917273,2.0155968806238747,117.98440311937613,0.880263398068081,119.11973660193192,0.880263398068081,0.880263398068081,3,2.0155968806238747,1,0,90.0
image_00023.png,-57.88842231553689,-46.07951646853809,-0.05565603589685009,-0.28142767168479277,0.09293278883535859,1.8706361053210243,2.111577684463107,117.8884223155369,13.920483531461912,106.07951646853809,2.111577684463107,2.111577684463107,0,13.920483531461912,1,0,0.0
image_00024.png,-57.79244151169766,-53.51946743141247,3.6681478678958985,0.7483110549116929,8.694595908919379,-5.906236384486525,2.2075584883023396,117.79244151169766,6.4805325685875275,113.51946743141247,2.2075584883023396,2.2075584883023396,0,6.4805325685875275,1,0,0.0
image_00025.png,-57.69646070785843,-73.85976777769477,3.064004708312523,-0.8329216831308245,0.769006898217028,-6.113181944072394,2.303539292141572,117.69646070785842,13.85976777769477,133.85976777769477,2.303539292141572,2.303539292141572,0,13.85976777769477,1,0,0.0
image_00026.png,-57.600479904019195,-69.5066372303429,-0.9327058775494204,5.203190999701215,4.921771577552129,-9.242193794202063,2.3995200959808045,117.6004799040192,9.506637230342903,129.5066372303429,2.3995200959808045,2.3995200959808045,0,9.506637230342903,1,0,0.0
image_00027.png,-57.50449910017996,-63.124784060679794,2.4232517351306804,1.488271983554961,11.51597840795077,12.978756227500368,2.495500899820037,117.50449910017997,3.1247840606797936,123.12478406067979,2.495500899820037,2.495500899820037,0,3.1247840606797936,1,0,0.0
image_00028.png,-57.40851829634073,-60.89676754016945,-0.08757190776187418,9.187678777468701,5.206547964322985,2.4879840716298554,2.5914817036592694,117.40851829634073,0.8967675401694493,120.89676754016945,0.8967675401694493,-0.8967675401694493,3,2.5914817036592694,1,0,90.0
image_00029.png,-57.3125374925015,-61.10680100311329,2.95907966127899,7.96511378259721,-3.270196383835705,7.690726932761584,2.687462507498502,117.31253749250149,1.10680100311329,121.10680100311329,1.10680100311329,-1.10680100311329,3,2.687462507498502,1,0,90.0
image_00030.png,-57.216556688662266,-73.93339899063815,2.0466873541494763,1.411697040886116,6.169978100859614,4.962770454421619,2.7834433113377344,117.21655668866227,13.933398990638153,133.93339899063815,2.7834433113377344,2.7834433113377344,0,13.933398990638153,1,0,0.0
image_00031.png,-57.12057588482303,-54.9968673288404,-0.9150369146048558,-0.7644515165932126,-0.24789534718745365,-11.61259612877078,2.879424115176967,117.12057588482304,5.003132671159598,114.99686732884041,2.879424115176967,2.879424115176967,0,5.003132671159598,1,0,0.0
image_00032.png,-57.0245950809838,-72.0050884927968,3.766436892159086,5.244978861181119,0.7344735740840758,-0.028106427671998252,2.9754049190161993,117.0245950809838,12.005088492796801,132.0050884927968,2.9754049190161993,2.9754049190161993,0,12.005088492796801,1,0,0.0
image_00033.png,-56.92861427714457,-52.92990469193584,-0.9247814567136659,3.131773304494365,-1.9131175817565977,-1.4994431807129918,3.0713857228554318,116.92861427714456,7.070095308064161,112.92990469193583,3.0713857228554318,3.0713857228554318,0,7.070095308064161,1,0,0.0
image_00034.png,-56.832633473305336,-69.47321984480664,5.264163059283176,-2.4818594836301537,-5.141083732232616,-1.5062286017766806,3.1673665266946642,116.83263347330534,9.473219844806636,129.47321984480664,3.1673665266946642,3.1673665266946642,0,9.473219844806636,1,0,0.0
image_00035.png,-56.7366526694661,-68.71853474634898,2.4071572915713286,-9.649364761488199,-3.0564101016469936,-2.0592998743548696,3.2633473305338967,116.73665266946611,8.718534746348979,128.71853474634898,3.2633473305338967,3.2633473305338967,0,8.718534746348979,1,0,0.0
image_00036.png,-56.64067186562687,-59.57433044507702,-0.43656565405602166,1.264707999805611,0.7456753776120386,-12.479670388670794,3.359328134373129,116.64067186562687,0.4256695549229832,119.57433044507701,0.4256695549229832,0.4256695549229832,3,3.359328134373129,1,0,90.0
image_00037.png,-56.544691061787645,-48.0564816375807,5.441355861622515,-4.093109272963117,4.970793131293038,-1.1615842674867147,3.4553089382123545,116.54469106178765,11.943518362419297,108.0564816375807,3.4553089382123545,3.4553089382123545,0,11.943518362419297,1,0,0.0
image_00038.png,-56.44871025794841,-52.13398207410222,3.1067709554336265,-3.896470857670264,0.9463469452548252,6.1665084373048416,3.551289742051587,116.44871025794842,7.866017925897779,112.13398207410222,3.551289742051587,3.551289742051587,0,7.866017925897779,1,0,0.0
image_00039.png,-56.35272945410918,-60.760815115097856,2.9336716273739656,-7.56584178606181,7.618827265367925,-4.068270269642678,3.6472705458908194,116.35272945410918,0.7608151150978557,120.76081511509786,0.7608151150978557,-0.7608151150978557,3,3.6472705458908194,1,0,90.0
image_00040.png,-56.25674865026995,-64.61412379448176,2.6770184982890264,0.21253504446451701,-0.5097304835866407,-1.7948162322632815,3.743251349730052,116.25674865026994,4.614123794481756,124.61412379448176,3.743251349730052,3.743251349730052,0,4.614123794481756,1,0,0.0
image_00041.png,-56.160767846430716,-73.8776377707142,1.804356950118061,3.628503896033543,4.731996174858365,-1.018751831135579,3.8392321535692844,116.16076784643072,13.877637770714202,133.87763777071422,3.8392321535692844,3.8392321535692844,0,13.877637770714202,1,0,0.0
image_00042.png,-56.06478704259148,-46.978639120819864,3.5059697823951836,-3.0690503009662287,2.376483104854582,-4.481747900193,3.935212957408517,116.06478704259149,13.021360879180136,106.97863912081986,3.935212957408517,3.935212957408517,0,13.021360879180136,1,0,0.0
image_00043.png,-55.96880623875225,-66.37892808150148,4.508002444624024,-10.991265142174347,-11.275565049053037,-4.366901506819504,4.031193761247749,115.96880623875225,6.378928081501485,126.37892808150148,4.031193761247749,4.031193761247749,0,6.378928081501485,1,0,0.0
image_00044.png,-55.87282543491302,-68.85009683489645,0.80842439340574,2.924218135819788,-10.137395489854313,11.0044300094639,4.127174565086982,115.87282543491301,8.850096834896448,128.85009683489645,4.127174565086982,4.127174565086982,0,8.850096834896448,1,0,0.0
image_00045.png,-55.776844631073786,-50.52585701057326,-1.1539793474637696,-6.4935869713628405,3.2233083778078813,17.258405104024856,4.223155368926214,115.77684463107379,9.474142989426738,110.52585701057326,4.223155368926214,4.223155368926214,0,9.474142989426738,1,0,0.0
image_00046.png,-55.68086382723455,-50.02165103028308,0.06870548260940579,-7.411451344018314,3.0957598975319094,0.9500642824680278,4.319136172765447,115.68086382723456,9.978348969716919,110.02165103028308,4.319136172765447,4.319136172765447,0,9.978348969716919,1,0,0.0
image_00047.png,-55.58488302339532,-47.31968061998348,-1.1090702490389117,6.691036429927101,4.9813614735992084,-10.284145935214305,4.415116976604679,115.58488302339532,12.68031938001652,107.31968061998347,4.415116976604679,4.415116976604679,0,12.68031938001652,1,0,0.0
image_00048.png,-55.48890221955609,-47.433514278622695,2.8363899728441897,7.300060037487958,-3.1649131126454333,1.324274376138497,4.511097780443912,115.48890221955608,12.566485721377305,107.4335142786227,4.511097780443912,4.511097780443912,0,12.566485721377305,1,0,0.0
image_00049.png,-55.392921415716856,-46.45104970886125,2.1213943651897926,2.817388886628179,9.467472079615977,-14.725163951585781,4.607078584283144,115.39292141571686,13.548950291138752,106.45104970886125,4.607078584283144,4.607078584283144,0,13.548950291138752,1,0,0.0
image_00050.png,-55.29694061187762,-62.264064079059516,1.2249149305520661,4.168308381375665,-2.113922098210717,3.1472725559749506,4.703059388122377,115.29694061187763,2.2640640790595157,122.26406407905952,2.2640640790595157,-2.2640640790595157,3,4.703059388122377,1,0,90.0
image_00051.png,-55.20095980803839,-63.95416818201163,4.889932576148393,-3.8403515429002737,10.86377443770437,16.548470997154233,4.799040191961609,115.20095980803839,3.954168182011628,123.95416818201163,3.954168182011628,-3.954168182011628,3,4.799040191961609,1,0,90.0
image_00052.png,-55.10497900419916,-73.00129904849834,0.6214579416504389,5.1204474494183385,1.1753670666170668,8.2148685907256,4.8950209958008415,115.10497900419915,13.001299048498339,133.00129904849834,4.8950209958008415,4.8950209958008415,0,13.001299048498339,1,0,0.0
image_00053.png,-55.008998200359926,-71.25107050574545,-1.069672251385561,5.330230726909537,0.5645294904324478,-2.4249504358423795,4.991001799640074,115.00899820035993,11.251070505745446,131.25107050574545,4.991001799640074,4.991001799640074,0,11.251070505745446,1,0,0.0
image_00054.png,-54.913017396520694,-72.03409903418299,1.7808666031513196,5.998889873900502,-0.6249975621529118,11.749448275025477,5.086982603479306,114.9130173965207,12.034099034182987,132.034099034183,5.086982603479306,5.086982603479306,0,12.034099034182987,1,0,0.0
image_00055.png,-54.81703659268146,-54.97764469104803,4.033774233647378,10.26663548473175,2.600263015738959,9.814146104689852,5.182963407318539,114.81703659268146,5.022355308951973,114.97764469104803,5.022355308951973,5.022355308951973,3,5.182963407318539,1,0,90.0
image_00056.png,-54.72105578884223,-54.61258655403687,1.3860301101383037,-4.279762537476348,3.3270121372174777,9.085851213966285,5.278944211157771,114.72105578884222,5.3874134459631335,114.61258655403687,5.278944211157771,5.278944211157771,0,5.3874134459631335,1,0,0.0
image_00057.png,-54.625074985002996,-48.56690081645431,4.191859687602163,8.838345996684783,0.28605856318359446,8.918403591387845,5.374925014997004,114.625074985003,11.433099183545693,108.56690081645431,5.374925014997004,5.374925014997004,0,11.433099183545693,1,0,0.0
image_00058.png,-54.52909418116377,-58.59424768028993,-1.8424356095466532,1.998113186955588,-1.8396261967954453,-17.60223024431248,5.470905818836229,114.52909418116377,1.4057523197100679,118.59424768028993,1.4057523197100679,1.4057523197100679,3,5.470905818836229,1,0,90.0
image_00059.png,-54.43311337732453,-52.869820495310975,3.6903229835817566,1.163966599279357,2.9591544589130363,-2.3904137977830526,5.566886622675469,114.43311337732453,7.130179504689025,112.86982049531098,5.566886622675469,5.566886622675469,0,7.130179504689025,1,0,0.0
image_00060.png,-54.337132573485306,-72.55825329104603,2.527842796271223,6.42694615712982,-2.5731910688692428,-2.4873023430212418,5.662867426514694,114.3371325734853,12.558253291046029,132.55825329104601,5.662867426514694,5.662867426514694,0,12.558253291046029,1,0,0.0
image_00061.png,-54.24115176964607,-55.46982669434506,2.6136627551944587,3.1947899757639324,-0.5164312786377403,13.63879841360829,5.758848230353927,114.24115176964608,4.530173305654941,115.46982669434506,4.530173305654941,4.530173305654941,3,5.758848230353927,1,0,90.0
image_00062.png,-54.14517096580684,-65.87363836302075,-1.0689658223225644,-6.740233558703911,-3.1922008324279334,-9.045558209676864,5.854829034193159,114.14517096580684,5.873638363020746,125.87363836302075,5.854829034193159,5.854829034193159,0,5.873638363020746,1,0,0.0
image_00063.png,-54.04919016196761,-48.26889315142631,-1.0922691783620393,0.9978189019296445,-0.9197993139790338,2.477100040382307,5.9508098380323915,114.0491901619676,11.731106848573688,108.26889315142631,5.9508098380323915,5.9508098380323915,0,11.731106848573688,1,0,0.0
image_00064.png,-53.953209358128376,-48.00676745981245,0.7361826317506877,2.2868646136742896,0.3523470159522928,2.794908267858875,6.046790641871624,113.95320935812838,11.993232540187549,108.00676745981245,6.046790641871624,6.046790641871624,0,11.993232540187549,1,0,0.0
image_00065.png,-53.857228554289144,-47.6473156286752,4.834452582814051,1.144615135888852,4.941249510155311,20.0,6.142771445710856,113.85722855428915,12.352684371324798,107.6473156286752,6.142771445710856,6.142771445710856,0,12.352684371324798,1,0,0.0
image_00066.png,-53.76124775044991,-64.19445089771939,2.2661170068036594,-1.1361889560042364,3.5234955354841997,-0.07512804880615927,6.238752249550089,113.76124775044991,4.194450897719392,124.19445089771939,4.194450897719392,-4.194450897719392,3,6.238752249550089,1,0,90.0
image_00067.png,-53.66526694661068,-56.80719412671964,-0.9294205449105277,0.3499178690874211,2.848430986432855,2.209385656564516,6.334733053389321,113.66526694661067,3.1928058732803635,116.80719412671964,3.1928058732803635,3.1928058732803635,3,6.334733053389321,1,0,90.0
image_00068.png,-53.569286142771446,-72.85187539468129,3.2761570236320035,-6.808697549885638,-7.628907451857565,2.106960803842091,6.430713857228554,113.56928614277145,12.851875394681286,132.8518753946813,6.430713857228554,6.430713857228554,0,12.851875394681286,1,0,0.0
image_00069.png,-53.473305338932214,-60.49090723020235,1.713819204454892,-1.5946199586448817,-7.961882495778882,3.7847689951253023,6.526694661067786,113.47330533893222,0.49090723020235316,120.49090723020235,0.49090723020235316,-0.49090723020235316,3,6.526694661067786,1,0,90.0
image_00070.png,-53.37732453509298,-72.90038323938137,3.0667393526867537,1.0469700646817612,-1.2708406811218582,1.56474618834639,6.622675464907019,113.37732453509298,12.90038323938137,132.90038323938137,6.622675464907019,6.622675464907019,0,12.90038323938137,1,0,0.0
image_00071.png,-53.28134373125375,-51.052094630440024,-0.6281785838193352,-1.0602218632923814,2.3729409352366897,1.256127154879038,6.718656268746251,113.28134373125374,8.947905369559976,111.05209463044002,6.718656268746251,6.718656268746251,0,8.947905369559976,1,0,0.0
image_00072.png,-53.185362927414516,-66.35982726848808,2.0735157828831428,-3.41884014501305,2.320909446341071,-6.987944264590143,6.814637072585484,113.18536292741452,6.3598272684880754,126.35982726848808,6.3598272684880754,-6.3598272684880754,3,6.814637072585484,1,0,90.0
image_00073.png,-53.089382123575284,-49.22831783977218,5.235064615961575,-2.0157143221390554,4.677928700897032,-7.350879930762921,6.910617876424716,113.08938212357529,10.771682160227819,109.22831783977219,6.910617876424716,6.910617876424716,0,10.771682160227819,1,0,0.0
image_00074.png,-52.99340131973605,-52.932605866252814,0.6061395509566938,5.968477965186121,-0.28854179201705754,9.691735609894941,7.006598680263949,112.99340131973605,7.067394133747186,112.93260586625281,7.006598680263949,7.006598680263949,0,7.067394133747186,1,0,0.0
image_00075.png,-52.89742051589682,-67.35341600951895,4.084926358330116,-1.7787482842151159,-1.5447463836212683,-3.8011322931967775,7.102579484103181,112.89742051589681,7.353416009518952,127.35341600951895,7.102579484103181,7.102579484103181,0,7.353416009518952,1,0,0.0
image_00076.png,-52.80143971205759,-54.48696760874011,-1.5669501886547907,3.9232301165652905,-11.102465367688126,0.487518167328702,7.1985602879424135,112.80143971205759,5.513032391259891,114.48696760874012,5.513032391259891,5.513032391259891,3,7.1985602879424135,1,0,90.0
image_00077.png,-52.705458908218354,-46.67093288707496,4.713467328759188,0.15498470854956903,1.2141025857115808,-11.671950979698604,7.294541091781646,112.70545890821836,13.329067112925038,106.67093288707497,7.294541091781646,7.294541091781646,0,13.329067112925038,1,0,0.0
image_00078.png,-52.60947810437912,-46.823817546118285,3.7285279201254387,7.297830301933192,-3.6620739713664823,-0.11698488235418361,7.3905218956208785,112.60947810437912,13.176182453881715,106.82381754611828,7.3905218956208785,7.3905218956208785,0,13.176182453881715,1,0,0.0
image_00079.png,-52.51349730053989,-59.270073811383014,-1.161657708309405,-0.6006695980959871,-11.42735587747027,-3.6184866736822494,7.486502699460111,112.51349730053988,0.7299261886169859,119.27007381138301,0.7299261886169859,0.7299261886169859,3,7.486502699460111,1,0,90.0
image_00080.png,-52.41751649670066,-73.64601306922012,-0.4114723465005756,-5.282335306308488,-3.1859965140260944,-10.858632269398685,7.582483503299343,112.41751649670066,13.646013069220118,133.64601306922012,7.582483503299343,7.582483503299343,0,13.646013069220118,1,0,0.0
image_00081.png,-52.32153569286143,-52.85551111272537,-1.9436545159951593,-3.2112665922334744,0.06175586588977633,-7.701779747122362,7.678464307138569,112.32153569286143,7.144488887274633,112.85551111272537,7.144488887274633,7.144488887274633,3,7.678464307138569,1,0,90.0
image_00082.png,-52.22555488902219,-61.63337940743777,4.799569475200951,0.7249957210190427,-3.131347805844645,5.10330218731279,7.774445110977808,112.22555488902219,1.633379407437772,121.63337940743777,1.633379407437772,-1.633379407437772,3,7.774445110977808,1,0,90.0
image_00083.png,-52.129574085182966,-69.10797307344443,0.08548886361873897,0.7868106507115638,2.733077389780198,-4.7610388130557215,7.870425914817034,112.12957408518297,9.107973073444427,129.10797307344444,7.870425914817034,7.870425914817034,0,9.107973073444427,1,0,0.0
image_00084.png,-52.033593281343734,-57.44486525620078,-1.8764900333292132,-3.4108259954718125,8.636002379009117,12.759683299394128,7.966406718656266,112.03359328134374,2.555134743799222,117.44486525620079,2.555134743799222,2.555134743799222,3,7.966406718656266,1,0,90.0
image_00085.png,-51.9376124775045,-71.36804364414722,1.7878087621992083,3.5319581637410042,-2.400774937733761,-7.7998062731461175,8.062387522495499,111.9376124775045,11.368043644147221,131.36804364414724,8.062387522495499,8.062387522495499,0,11.368043644147221,1,0,0.0
image_00086.png,-51.84163167366527,-51.81675140700858,-1.6193035611449687,11.308076106679598,3.050323693742457,-14.895070045280399,8.158368326334731,111.84163167366526,8.183248592991418,111.81675140700858,8.158368326334731,8.158368326334731,0,8.183248592991418,1,0,0.0
image_00087.png,-51.74565086982604,-50.70726383507295,-1.7259369576039933,-2.5697919949550614,2.833404430705375,20.0,8.254349130173964,111.74565086982604,9.29273616492705,110.70726383507295,8.254349130173964,8.254349130173964,0,9.29273616492705,1,0,0.0
image_00088.png,-51.649670065986804,-53.8028847456922,0.02039865399904839,-8.817796170266693,-1.7245343314608295,-1.928965318821145,8.350329934013196,111.64967006598681,6.197115254307803,113.8028847456922,6.197115254307803,6.197115254307803,3,8.350329934013196,1,0,90.0
image_00089.png,-51.55368926214757,-68.29272849343198,0.6573175546049748,1.6941795851792076,-1.7058194489007836,-6.920999951930055,8.446310737852428,111.55368926214757,8.29272849343198,128.29272849343198,8.29272849343198,-8.29272849343198,3,8.446310737852428,1,0,90.0
image_00090.png,-51.45770845830834,-48.752283191510585,-0.16952119600210103,7.558154791996282,-2.7898944125614205,-3.0356981829832033,8.542291541691661,111.45770845830833,11.247716808489415,108.75228319151059,8.542291541691661,8.542291541691661,0,11.247716808489415,1,0,0.0
image_00091.png,-51.36172765446911,-51.07191319562231,0.9823220188805881,8.632508696465175,-5.966957584783382,13.639106789239726,8.638272345530893,111.3617276544691,8.928086804377692,111.0719131956223,8.638272345530893,8.638272345530893,0,8.928086804377692,1,0,0.0
image_00092.png,-51.265746850629874,-49.08733529236759,4.893852956950976,-2.1852850108119344,4.719927278223748,-3.59334760460819,8.734253149370126,111.26574685062988,10.912664707632409,109.08733529236758,8.734253149370126,8.734253149370126,0,10.912664707632409,1,0,0.0
image_00093.png,-51.16976604679064,-68.25648211726191,-1.5133867951951434,4.439434952963885,-2.0846133168376744,-2.258699571906799,8.830233953209358,111.16976604679064,8.25648211726191,128.2564821172619,8.25648211726191,-8.25648211726191,3,8.830233953209358,1,0,90.0
image_00094.png,-51.07378524295141,-62.77199229129401,-1.316581721336514,9.359930131615311,-8.484468770728807,-13.034686698737836,8.92621475704859,111.0737852429514,2.771992291294012,122.77199229129401,2.771992291294012,-2.771992291294012,3,8.92621475704859,1,0,90.0
image_00095.png,-50.97780443911218,-58.100892422575185,2.431762292288857,0.9150725135321308,-4.278353163940809,-4.48197288691211,9.022195560887823,110.97780443911218,1.8991075774248145,118.10089242257519,1.8991075774248145,1.8991075774248145,3,9.022195560887823,1,0,90.0
image_00096.png,-50.881823635272944,-62.30584022742247,2.09210765840261,-2.5846682707760147,-0.2800667586524926,-6.005805534275071,9.118176364727056,110.88182363527295,2.305840227422472,122.30584022742246,2.305840227422472,-2.305840227422472,3,9.118176364727056,1,0,90.0
image_00097.png,-50.78584283143371,-52.10529363690385,0.9153736233948679,-1.4174530951166997,-3.0114266880710234,0.6197489298510159,9.214157168566288,110.78584283143371,7.894706363096148,112.10529363690385,7.894706363096148,7.894706363096148,3,9.214157168566288,1,0,90.0
image_00098.png,-50.68986202759448,-48.93178477914926,4.379131818028211,-0.5740069686155904,-10.277626108649118,1.1278784677856466,9.31013797240552,110.68986202759447,11.068215220850739,108.93178477914927,9.31013797240552,9.31013797240552,0,11.068215220850739,1,0,0.0
image_00099.png,-50.59388122375525,-53.02550628542822,0.602266822320169,-1.795249288761105,1.6017443075084212,-12.184606016060101,9.406118776244753,110.59388122375525,6.9744937145717785,113.02550628542822,6.9744937145717785,6.9744937145717785,3,9.406118776244753,1,0,90.0
image_00100.png,-50.497900419916014,-67.53275901633168,2.7927162674067425,4.928221624917243,5.982214812544031,-6.4280045569318665,9.502099580083986,110.49790041991602,7.532759016331681,127.53275901633168,7.532759016331681,-7.532759016331681,3,9.502099580083986,1,0,90.0
image_00101.png,-50.40191961607678,-53.12589671698531,5.131023120818766,-5.066517687433852,5.3640672007266685,-1.7931234345626788,9.598080383923218,110.40191961607678,6.874103283014691,113.12589671698531,6.874103283014691,6.874103283014691,3,9.598080383923218,1,0,90.0
image_00102.png,-50.30593881223755,-71.53340268749193,3.9648846142903036,2.39821169165927,-1.834425879454926,-4.856185488461815,9.69406118776245,110.30593881223754,11.533402687491929,131.53340268749193,9.69406118776245,9.69406118776245,0,11.533402687491929,1,0,0.0
image_00103.png,-50.20995800839832,-62.63930313987389,2.7999332819054823,-3.201427440030973,1.3453579333301835,-7.9703557965442275,9.790041991601683,110.20995800839832,2.6393031398738884,122.63930313987389,2.6393031398738884,-2.6393031398738884,3,9.790041991601683,1,0,90.0
image_00104.png,-50.11397720455909,-58.333719143973454,1.7980156672997105,-7.085447380687825,-1.0972063906424951,-5.490013697697034,9.886022795440908,110.11397720455909,1.666280856026546,118.33371914397345,1.666280856026546,1.666280856026546,3,9.886022795440908,1,0,90.0
image_00105.png,-50.01799640071985,-64.67542619290833,1.9556034834037153,4.283747190901075,-3.526386320405452,-2.533046168468445,9.982003599280148,110.01799640071985,4.675426192908333,124.67542619290833,4.675426192908333,-4.675426192908333,3,9.982003599280148,1,0,90.0
image_00106.png,-49.92201559688063,-51.02961894333696,3.0129778116449977,1.0241394755539952,2.6238274408100493,15.982945935925484,10.077984403119373,109.92201559688063,8.970381056663037,111.02961894333697,8.970381056663037,8.970381056663037,3,10.077984403119373,1,0,90.0
image_00107.png,-49.82603479304139,-49.0708612809051,3.7312838518195104,-1.7709396692686967,4.053703108391709,10.630543714386961,10.173965206958613,109.82603479304139,10.929138719094901,109.07086128090509,10.173965206958613,10.173965206958613,0,10.929138719094901,1,0,0.0
