sensor_image,obj_id,obj_pose,pose_id,pose_1,pose_2,pose_3,pose_4,pose_5,pose_6,move_1,move_2,move_3,move_4,move_5,move_6
image_00055.png,1,"[0, 0, 0, 0, 0, 0]",55,0.0,5.022355308951973,4.033774233647378,90.0,0.0,9.814146104689852,0.0,0.0,0.0,0.0,0.0,0.0
image_00056.png,1,"[0, 0, 0, 0, 0, 0]",56,0.0,5.278944211157771,1.3860301101383037,0.0,0.0,9.085851213966285,0.0,0.0,0.0,0.0,0.0,0.0
image_00057.png,1,"[0, 0, 0, 0, 0, 0]",57,0.0,5.374925014997004,4.191859687602163,0.0,0.0,8.918403591387845,0.0,0.0,0.0,0.0,0.0,0.0
image_00058.png,1,"[0, 0, 0, 0, 0, 0]",58,0.0,1.4057523197100679,-1.8424356095466532,90.0,0.0,-17.60223024431248,0.0,0.0,0.0,0.0,0.0,0.0
image_00059.png,1,"[0, 0, 0, 0, 0, 0]",59,0.0,5.566886622675469,3.6903229835817566,0.0,0.0,-2.3904137977830526,0.0,0.0,0.0,0.0,0.0,0.0
image_00060.png,1,"[0, 0, 0, 0, 0, 0]",60,0.0,5.662867426514694,2.527842796271223,0.0,0.0,-2.4873023430212418,0.0,0.0,0.0,0.0,0.0,0.0
image_00061.png,1,"[0, 0, 0, 0, 0, 0]",61,0.0,4.530173305654941,2.6136627551944587,90.0,0.0,13.63879841360829,0.0,0.0,0.0,0.0,0.0,0.0
image_00062.png,1,"[0, 0, 0, 0, 0, 0]",62,0.0,5.854829034193159,-1.0689658223225644,0.0,0.0,-9.045558209676864,0.0,0.0,0.0,0.0,0.0,0.0
image_00063.png,1,"[0, 0, 0, 0, 0, 0]",63,0.0,5.9508098380323915,-1.0922691783620393,0.0,0.0,2.477100040382307,0.0,0.0,0.0,0.0,0.0,0.0
image_00064.png,1,"[0, 0, 0, 0, 0, 0]",64,0.0,6.046790641871624,0.7361826317506877,0.0,0.0,2.794908267858875,0.0,0.0,0.0,0.0,0.0,0.0
image_00065.png,1,"[0, 0, 0, 0, 0, 0]",65,0.0,6.142771445710856,4.834452582814051,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0
image_00066.png,1,"[0, 0, 0, 0, 0, 0]",66,0.0,-4.194450897719392,2.2661170068036594,90.0,0.0,-0.07512804880615927,0.0,0.0,0.0,0.0,0.0,0.0
image_00067.png,1,"[0, 0, 0, 0, 0, 0]",67,0.0,3.1928058732803635,-0.9294205449105277,90.0,0.0,2.209385656564516,0.0,0.0,0.0,0.0,0.0,0.0
image_00068.png,1,"[0, 0, 0, 0, 0, 0]",68,0.0,6.430713857228554,3.2761570236320035,0.0,0.0,2.106960803842091,0.0,0.0,0.0,0.0,0.0,0.0
image_00069.png,1,"[0, 0, 0, 0, 0, 0]",69,0.0,-0.49090723020235316,1.713819204454892,90.0,0.0,3.7847689951253023,0.0,0.0,0.0,0.0,0.0,0.0
image_00070.png,1,"[0, 0, 0, 0, 0, 0]",70,0.0,6.622675464907019,3.0667393526867537,0.0,0.0,1.56474618834639,0.0,0.0,0.0,0.0,0.0,0.0
image_00071.png,1,"[0, 0, 0, 0, 0, 0]",71,0.0,6.718656268746251,-0.6281785838193352,0.0,0.0,1.256127154879038,0.0,0.0,0.0,0.0,0.0,0.0
image_00072.png,1,"[0, 0, 0, 0, 0, 0]",72,0.0,-6.3598272684880754,2.0735157828831428,90.0,0.0,-6.987944264590143,0.0,0.0,0.0,0.0,0.0,0.0
image_00073.png,1,"[0, 0, 0, 0, 0, 0]",73,0.0,6.910617876424716,5.235064615961575,0.0,0.0,-7.350879930762921,0.0,0.0,0.0,0.0,0.0,0.0
image_00074.png,1,"[0, 0, 0, 0, 0, 0]",74,0.0,7.006598680263949,0.6061395509566938,0.0,0.0,9.691735609894941,0.0,0.0,0.0,0.0,0.0,0.0
image_00075.png,1,"[0, 0, 0, 0, 0, 0]",75,0.0,7.102579484103181,4.084926358330116,0.0,0.0,-3.8011322931967775,0.0,0.0,0.0,0.0,0.0,0.0
image_00076.png,1,"[0, 0, 0, 0, 0, 0]",76,0.0,5.513032391259891,-1.5669501886547907,90.0,0.0,0.487518167328702,0.0,0.0,0.0,0.0,0.0,0.0
image_00077.png,1,"[0, 0, 0, 0, 0, 0]",77,0.0,7.294541091781646,4.713467328759188,0.0,0.0,-11.671950979698604,0.0,0.0,0.0,0.0,0.0,0.0
image_00078.png,1,"[0, 0, 0, 0, 0, 0]",78,0.0,7.3905218956208785,3.7285279201254387,0.0,0.0,-0.11698488235418361,0.0,0.0,0.0,0.0,0.0,0.0
image_00079.png,1,"[0, 0, 0, 0, 0, 0]",79,0.0,0.7299261886169859,-1.161657708309405,90.0,0.0,-3.6184866736822494,0.0,0.0,0.0,0.0,0.0,0.0
image_00080.png,1,"[0, 0, 0, 0, 0, 0]",80,0.0,7.582483503299343,-0.4114723465005756,0.0,0.0,-10.858632269398685,0.0,0.0,0.0,0.0,0.0,0.0
image_00081.png,1,"[0, 0, 0, 0, 0, 0]",81,0.0,7.144488887274633,-1.9436545159951593,90.0,0.0,-7.701779747122362,0.0,0.0,0.0,0.0,0.0,0.0
image_00082.png,1,"[0, 0, 0, 0, 0, 0]",82,0.0,-1.633379407437772,4.799569475200951,90.0,0.0,5.10330218731279,0.0,0.0,0.0,0.0,0.0,0.0
image_00083.png,1,"[0, 0, 0, 0, 0, 0]",83,0.0,7.870425914817034,0.08548886361873897,0.0,0.0,-4.7610388130557215,0.0,0.0,0.0,0.0,0.0,0.0
image_00084.png,1,"[0, 0, 0, 0, 0, 0]",84,0.0,2.555134743799222,-1.8764900333292132,90.0,0.0,12.759683299394128,0.0,0.0,0.0,0.0,0.0,0.0
image_00085.png,1,"[0, 0, 0, 0, 0, 0]",85,0.0,8.062387522495499,1.7878087621992083,0.0,0.0,-7.7998062731461175,0.0,0.0,0.0,0.0,0.0,0.0
image_00086.png,1,"[0, 0, 0, 0, 0, 0]",86,0.0,8.158368326334731,-1.6193035611449687,0.0,0.0,-14.895070045280399,0.0,0.0,0.0,0.0,0.0,0.0
image_00087.png,1,"[0, 0, 0, 0, 0, 0]",87,0.0,8.254349130173964,-1.7259369576039933,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0
image_00088.png,1,"[0, 0, 0, 0, 0, 0]",88,0.0,6.197115254307803,0.02039865399904839,90.0,0.0,-1.928965318821145,0.0,0.0,0.0,0.0,0.0,0.0
image_00089.png,1,"[0, 0, 0, 0, 0, 0]",89,0.0,-8.29272849343198,0.6573175546049748,90.0,0.0,-6.920999951930055,0.0,0.0,0.0,0.0,0.0,0.0
image_00090.png,1,"[0, 0, 0, 0, 0, 0]",90,0.0,8.542291541691661,-0.16952119600210103,0.0,0.0,-3.0356981829832033,0.0,0.0,0.0,0.0,0.0,0.0
image_00091.png,1,"[0, 0, 0, 0, 0, 0]",91,0.0,8.638272345530893,0.9823220188805881,0.0,0.0,13.639106789239726,0.0,0.0,0.0,0.0,0.0,0.0
image_00092.png,1,"[0, 0, 0, 0, 0, 0]",92,0.0,8.734253149370126,4.893852956950976,0.0,0.0,-3.59334760460819,0.0,0.0,0.0,0.0,0.0,0.0
image_00093.png,1,"[0, 0, 0, 0, 0, 0]",93,0.0,-8.25648211726191,-1.5133867951951434,90.0,0.0,-2.258699571906799,0.0,0.0,0.0,0.0,0.0,0.0
image_00094.png,1,"[0, 0, 0, 0, 0, 0]",94,0.0,-2.771992291294012,-1.316581721336514,90.0,0.0,-13.034686698737836,0.0,0.0,0.0,0.0,0.0,0.0
image_00095.png,1,"[0, 0, 0, 0, 0, 0]",95,0.0,1.8991075774248145,2.431762292288857,90.0,0.0,-4.48197288691211,0.0,0.0,0.0,0.0,0.0,0.0
image_00096.png,1,"[0, 0, 0, 0, 0, 0]",96,0.0,-2.305840227422472,2.09210765840261,90.0,0.0,-6.005805534275071,0.0,0.0,0.0,0.0,0.0,0.0
image_00097.png,1,"[0, 0, 0, 0, 0, 0]",97,0.0,7.894706363096148,0.9153736233948679,90.0,0.0,0.6197489298510159,0.0,0.0,0.0,0.0,0.0,0.0
image_00098.png,1,"[0, 0, 0, 0, 0, 0]",98,0.0,9.31013797240552,4.379131818028211,0.0,0.0,1.1278784677856466,0.0,0.0,0.0,0.0,0.0,0.0
image_00099.png,1,"[0, 0, 0, 0, 0, 0]",99,0.0,6.9744937145717785,0.602266822320169,90.0,0.0,-12.184606016060101,0.0,0.0,0.0,0.0,0.0,0.0
image_00100.png,1,"[0, 0, 0, 0, 0, 0]",100,0.0,-7.532759016331681,2.7927162674067425,90.0,0.0,-6.4280045569318665,0.0,0.0,0.0,0.0,0.0,0.0
image_00101.png,1,"[0, 0, 0, 0, 0, 0]",101,0.0,6.874103283014691,5.131023120818766,90.0,0.0,-1.7931234345626788,0.0,0.0,0.0,0.0,0.0,0.0
image_00102.png,1,"[0, 0, 0, 0, 0, 0]",102,0.0,9.69406118776245,3.9648846142903036,0.0,0.0,-4.856185488461815,0.0,0.0,0.0,0.0,0.0,0.0
image_00103.png,1,"[0, 0, 0, 0, 0, 0]",103,0.0,-2.6393031398738884,2.7999332819054823,90.0,0.0,-7.9703557965442275,0.0,0.0,0.0,0.0,0.0,0.0
image_00104.png,1,"[0, 0, 0, 0, 0, 0]",104,0.0,1.666280856026546,1.7980156672997105,90.0,0.0,-5.490013697697034,0.0,0.0,0.0,0.0,0.0,0.0
image_00105.png,1,"[0, 0, 0, 0, 0, 0]",105,0.0,-4.675426192908333,1.9556034834037153,90.0,0.0,-2.533046168468445,0.0,0.0,0.0,0.0,0.0,0.0
image_00106.png,1,"[0, 0, 0, 0, 0, 0]",106,0.0,8.970381056663037,3.0129778116449977,90.0,0.0,15.982945935925484,0.0,0.0,0.0,0.0,0.0,0.0
image_00107.png,1,"[0, 0, 0, 0, 0, 0]",107,0.0,10.173965206958613,3.7312838518195104,0.0,0.0,10.630543714386961,0.0,0.0,0.0,0.0,0.0,0.0
image_00108.png,1,"[0, 0, 0, 0, 0, 0]",108,0.0,-7.7100096515823395,2.9742298763376205,90.0,0.0,-1.4394967996281267,0.0,0.0,0.0,0.0,0.0,0.0
image_00109.png,1,"[0, 0, 0, 0, 0, 0]",109,0.0,-6.5552052727132235,4.9190185672036915,90.0,0.0,8.333981966899291,0.0,0.0,0.0,0.0,0.0,0.0
image_00110.png,1,"[0, 0, 0, 0, 0, 0]",110,0.0,8.01235090317693,0.30817611557045277,90.0,0.0,-0.3474445117989697,0.0,0.0,0.0,0.0,0.0,0.0
image_00111.png,1,"[0, 0, 0, 0, 0, 0]",111,0.0,9.320524565526185,2.0339466862193136,90.0,0.0,13.204503444793446,0.0,0.0,0.0,0.0,0.0,0.0
image_00112.png,1,"[0, 0, 0, 0, 0, 0]",112,0.0,3.0395476798643983,0.38197701998717326,90.0,0.0,7.059134837524891,0.0,0.0,0.0,0.0,0.0,0.0
image_00113.png,1,"[0, 0, 0, 0, 0, 0]",113,0.0,10.749850029994,3.1435871060929266,0.0,0.0,-8.843239718351956,0.0,0.0,0.0,0.0,0.0,0.0
image_00114.png,1,"[0, 0, 0, 0, 0, 0]",114,0.0,9.283661720206673,4.759117632858981,90.0,0.0,13.417344170646778,0.0,0.0,0.0,0.0,0.0,0.0
image_00115.png,1,"[0, 0, 0, 0, 0, 0]",115,0.0,3.690647569415347,-1.221780925079393,90.0,0.0,-14.908994029512877,0.0,0.0,0.0,0.0,0.0,0.0
image_00116.png,1,"[0, 0, 0, 0, 0, 0]",116,0.0,-8.783831663779694,2.9858650949688377,90.0,0.0,-2.0679709593757143,0.0,0.0,0.0,0.0,0.0,0.0
image_00117.png,1,"[0, 0, 0, 0, 0, 0]",117,0.0,-0.36738125438520797,-0.17367329405244414,90.0,0.0,-1.1943593246798005,0.0,0.0,0.0,0.0,0.0,0.0
image_00118.png,1,"[0, 0, 0, 0, 0, 0]",118,0.0,4.735559944916602,3.3080726425553593,90.0,0.0,2.083308460012953,0.0,0.0,0.0,0.0,0.0,0.0
image_00119.png,1,"[0, 0, 0, 0, 0, 0]",119,0.0,2.367396570150234,4.12868883503576,90.0,0.0,-14.209745013567302,0.0,0.0,0.0,0.0,0.0,0.0
image_00120.png,1,"[0, 0, 0, 0, 0, 0]",120,0.0,8.40915280535696,1.0588019347965227,90.0,0.0,-3.240832667068843,0.0,0.0,0.0,0.0,0.0,0.0
image_00121.png,1,"[0, 0, 0, 0, 0, 0]",121,0.0,0.6366347944476018,1.1592518358679529,90.0,0.0,-0.6643621645326119,0.0,0.0,0.0,0.0,0.0,0.0
image_00122.png,1,"[0, 0, 0, 0, 0, 0]",122,0.0,-7.264678371915181,3.4462861010596484,90.0,0.0,9.323406840280544,0.0,0.0,0.0,0.0,0.0,0.0
image_00123.png,1,"[0, 0, 0, 0, 0, 0]",123,0.0,2.7754839848216974,2.846451582841169,90.0,0.0,4.503903618760586,0.0,0.0,0.0,0.0,0.0,0.0
image_00124.png,1,"[0, 0, 0, 0, 0, 0]",124,0.0,10.421469772042002,3.401833024609025,90.0,0.0,7.361412377220762,0.0,0.0,0.0,0.0,0.0,0.0
image_00125.png,1,"[0, 0, 0, 0, 0, 0]",125,0.0,9.173769837839579,5.129916281365527,90.0,0.0,3.1759072797446795,0.0,0.0,0.0,0.0,0.0,0.0
image_00126.png,1,"[0, 0, 0, 0, 0, 0]",126,0.0,5.236327415801,1.0976275315925932,90.0,0.0,12.670232358817774,0.0,0.0,0.0,0.0,0.0,0.0
image_00127.png,1,"[0, 0, 0, 0, 0, 0]",127,0.0,-7.667416819664794,4.473762188093578,90.0,0.0,-10.8290386783597,0.0,0.0,0.0,0.0,0.0,0.0
image_00128.png,1,"[0, 0, 0, 0, 0, 0]",128,0.0,-1.147617798984001,-0.8460635964126082,90.0,0.0,2.0437173292291337,0.0,0.0,0.0,0.0,0.0,0.0
image_00129.png,1,"[0, 0, 0, 0, 0, 0]",129,0.0,12.285542891421713,0.6338711591341295,0.0,0.0,2.499461051378721,0.0,0.0,0.0,0.0,0.0,0.0
image_00130.png,1,"[0, 0, 0, 0, 0, 0]",130,0.0,-5.401573280272942,4.596924413837718,90.0,0.0,-7.850876820996018,0.0,0.0,0.0,0.0,0.0,0.0
image_00131.png,1,"[0, 0, 0, 0, 0, 0]",131,0.0,0.5220510705181454,-0.5699333623384388,90.0,0.0,9.125926854899951,0.0,0.0,0.0,0.0,0.0,0.0
image_00132.png,1,"[0, 0, 0, 0, 0, 0]",132,0.0,-9.011451178936454,4.160423522606426,90.0,0.0,8.063997102822825,0.0,0.0,0.0,0.0,0.0,0.0
image_00133.png,1,"[0, 0, 0, 0, 0, 0]",133,0.0,11.501988427876391,4.135938845490817,90.0,0.0,-2.69763131116597,0.0,0.0,0.0,0.0,0.0,0.0
image_00134.png,1,"[0, 0, 0, 0, 0, 0]",134,0.0,-9.433138119991128,5.13615206569296,90.0,0.0,13.365936301914074,0.0,0.0,0.0,0.0,0.0,0.0
image_00135.png,1,"[0, 0, 0, 0, 0, 0]",135,0.0,-0.7690279709029539,3.302944588591161,90.0,0.0,-0.9662139449537788,0.0,0.0,0.0,0.0,0.0,0.0
image_00136.png,1,"[0, 0, 0, 0, 0, 0]",136,0.0,3.3722633361169017,4.229392331574535,90.0,0.0,5.155296935503485,0.0,0.0,0.0,0.0,0.0,0.0
image_00137.png,1,"[0, 0, 0, 0, 0, 0]",137,0.0,11.89649636886341,1.6867213674383286,90.0,0.0,13.283585151665356,0.0,0.0,0.0,0.0,0.0,0.0
image_00138.png,1,"[0, 0, 0, 0, 0, 0]",138,0.0,13.149370125974805,-1.053364107523298,0.0,0.0,-0.45163375130333255,0.0,0.0,0.0,0.0,0.0,0.0
image_00139.png,1,"[0, 0, 0, 0, 0, 0]",139,0.0,2.38740085322209,1.120657861236662,90.0,0.0,-1.9201869064290367,0.0,0.0,0.0,0.0,0.0,0.0
image_00140.png,1,"[0, 0, 0, 0, 0, 0]",140,0.0,1.5330976390286324,4.791206410397991,90.0,0.0,-13.540747304939783,0.0,0.0,0.0,0.0,0.0,0.0
image_00141.png,1,"[0, 0, 0, 0, 0, 0]",141,0.0,3.7248334302626063,1.4373975985956067,90.0,0.0,4.641222742824137,0.0,0.0,0.0,0.0,0.0,0.0
image_00142.png,1,"[0, 0, 0, 0, 0, 0]",142,0.0,-11.249485608682392,1.805059396102108,90.0,0.0,15.017721123989846,0.0,0.0,0.0,0.0,0.0,0.0
image_00143.png,1,"[0, 0, 0, 0, 0, 0]",143,0.0,13.204116187659238,-1.3304517495558361,90.0,0.0,-2.0878135182594444,0.0,0.0,0.0,0.0,0.0,0.0
image_00144.png,1,"[0, 0, 0, 0, 0, 0]",144,0.0,-8.331770896675451,0.6626045151491793,90.0,0.0,6.46592618161527,0.0,0.0,0.0,0.0,0.0,0.0
image_00145.png,1,"[0, 0, 0, 0, 0, 0]",145,0.0,6.301476635789221,3.8177567228875846,90.0,0.0,-1.7513002496138257,0.0,0.0,0.0,0.0,0.0,0.0
image_00146.png,1,"[0, 0, 0, 0, 0, 0]",146,0.0,-0.411384254920911,1.508566906758102,90.0,0.0,-2.232057296706762,0.0,0.0,0.0,0.0,0.0,0.0
image_00147.png,1,"[0, 0, 0, 0, 0, 0]",147,0.0,12.20363578557533,4.909620959278164,90.0,0.0,10.650111033413333,0.0,0.0,0.0,0.0,0.0,0.0
image_00148.png,1,"[0, 0, 0, 0, 0, 0]",148,0.0,-1.9970364959445988,2.4383219408430747,90.0,0.0,5.622568847149853,0.0,0.0,0.0,0.0,0.0,0.0
